trialNo,tablerow,soundrow,correct_answer,rt,status,trialaccuracy,totalaccuracy,participant,test,group,test_speaker,word1,word2,test_type,testpairs,correct_word,stream_type,training,beeptotalaccuracy,ppID,training_speaker,train_test_speaker_match,lateralization
28,56,56,1,2437,2,0,12,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,pomasi,shavuko,seg_Attended,pomasi_shavuko,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
29,15,15,1,884,2,0,12,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zutami,luzuta,seg_Unattended,zutami_luzuta,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
30,37,37,1,1344,1,1,13,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,fanujo,zafanu,seg_Attended,fanujo_zafanu,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
31,63,63,2,907,1,1,14,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,biwetu,tuheri,seg_Attended,biwetu_tuheri,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
32,10,10,1,2573,2,0,14,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,pejuxo,voluho,seg_Unattended,pejuxo_voluho,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
33,44,44,1,606,2,0,14,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,vukoza,shavuko,seg_Attended,vukoza_shavuko,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
34,32,32,1,1652,1,1,15,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,kirewa,mipeju,seg_Unattended,kirewa_mipeju,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
35,65,65,1,708,2,0,15,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,biwetu,wetuxi,seg_Attended,biwetu_wetuxi,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
36,68,68,1,581,2,0,15,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,xidule,shavuko,seg_Attended,xidule_shavuko,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
37,29,29,1,1103,1,1,16,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,hoshife,shifeni,seg_Unattended,hoshife_shifeni,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
38,5,5,1,488,2,0,16,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,nisuda,shifeni,seg_Unattended,nisuda_shifeni,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
39,6,6,2,2033,1,1,17,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,rewani,nisuda,seg_Unattended,rewani_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
40,66,66,2,771,2,0,17,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,dulepo,biwetu,seg_Attended,dulepo_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
41,9,9,2,1157,2,0,17,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,luzuta,pejuxo,seg_Unattended,luzuta_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
42,19,19,2,770,2,0,17,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,xonisu,bavolu,seg_Unattended,xonisu_bavolu,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
43,30,30,2,1788,1,1,18,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,rewani,hoshife,seg_Unattended,rewani_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
44,33,33,2,3557,2,0,18,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,luzuta,kirewa,seg_Unattended,luzuta_kirewa,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
45,59,59,2,510,2,0,18,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,wetuxi,pomasi,seg_Attended,wetuxi_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
46,47,47,2,2101,1,1,19,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,wetuxi,vukoza,seg_Attended,wetuxi_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
47,7,7,2,2483,2,0,19,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,xonisu,pejuxo,seg_Unattended,xonisu_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
48,72,72,1,669,1,1,20,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,xidule,dulepo,seg_Attended,xidule_dulepo,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
49,67,67,2,582,2,0,20,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zafanu,xidule,seg_Attended,zafanu_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
50,50,50,2,1952,2,0,20,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,shavuko,herisha,seg_Attended,shavuko_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
51,48,48,1,783,1,1,21,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,vukoza,dulepo,seg_Attended,vukoza_dulepo,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
52,49,49,1,1304,2,0,21,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,herisha,zafanu,seg_Attended,herisha_zafanu,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
53,26,26,2,417,1,1,22,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,mipeju,hoshife,seg_Unattended,mipeju_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
54,21,21,2,1023,2,0,22,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,luzuta,bavolu,seg_Unattended,luzuta_bavolu,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
55,53,53,1,2570,2,0,22,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,herisha,wetuxi,seg_Attended,herisha_wetuxi,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
56,28,28,2,2606,1,1,23,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,voluho,hoshife,seg_Unattended,voluho_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
57,62,62,2,724,1,1,24,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,shavuko,biwetu,seg_Attended,shavuko_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
58,57,57,2,472,2,0,24,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,tuheri,pomasi,seg_Attended,tuheri_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
59,11,11,2,494,2,0,24,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,shifeni,pejuxo,seg_Unattended,shifeni_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
60,55,55,2,469,2,0,24,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zafanu,pomasi,seg_Attended,zafanu_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
61,58,58,1,429,2,0,24,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,pomasi,masihe,seg_Attended,pomasi_masihe,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
62,38,38,2,1462,2,0,24,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,shavuko,fanujo,seg_Attended,shavuko_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
63,3,3,1,1347,1,1,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,nisuda,luzuta,seg_Unattended,nisuda_luzuta,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
64,34,34,1,636,2,0,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,kirewa,voluho,seg_Unattended,kirewa_voluho,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
65,17,17,1,554,2,0,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zutami,shifeni,seg_Unattended,zutami_shifeni,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
66,61,61,1,4160,2,0,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,biwetu,zafanu,seg_Attended,biwetu_zafanu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
67,71,71,2,965,2,0,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,wetuxi,xidule,seg_Attended,wetuxi_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
68,40,40,2,562,2,0,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,masihe,fanujo,seg_Attended,masihe_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
69,14,14,2,980,2,0,25,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,mipeju,zutami,seg_Unattended,mipeju_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
70,18,18,2,1423,1,1,26,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,rewani,zutami,seg_Unattended,rewani_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
71,4,4,2,1795,2,0,26,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,voluho,nisuda,seg_Unattended,voluho_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
72,20,20,1,3023,2,0,26,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,bavolu,mipeju,seg_Unattended,bavolu_mipeju,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
73,12,84,2,480,1,1,27,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,pejuxo,xidule,rec,pejuxo_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
74,5,77,2,1150,1,1,28,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,nisuda,biwetu,rec,nisuda_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
75,6,78,2,565,1,1,29,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,xidule,nisuda,rec,xidule_nisuda,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
76,28,100,1,1826,2,0,29,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,pomasi,hoshife,rec,pomasi_hoshife,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
77,1,73,2,2275,2,0,29,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,nisuda,fanujo,rec,nisuda_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
78,23,95,1,1766,1,1,30,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,biwetu,bavolu,rec,biwetu_bavolu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
79,35,107,1,896,1,1,31,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,biwetu,kirewa,rec,biwetu_kirewa,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
80,27,99,2,557,2,0,31,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,hoshife,herisha,rec,hoshife_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
81,2,74,1,603,1,1,32,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,vukoza,nisuda,rec,vukoza_nisuda,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
82,34,106,2,2103,2,0,32,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,kirewa,pomasi,rec,kirewa_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
83,17,89,2,1170,2,0,32,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zutami,biwetu,rec,zutami_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
84,15,87,2,560,2,0,32,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zutami,herisha,rec,zutami_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
85,10,82,2,1858,2,0,32,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,pejuxo,pomasi,rec,pejuxo_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
86,26,98,1,757,2,0,32,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,vukoza,hoshife,rec,vukoza_hoshife,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
87,11,83,1,579,1,1,33,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,biwetu,pejuxo,rec,biwetu_pejuxo,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
88,20,92,2,1025,1,1,34,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,bavolu,vukoza,rec,bavolu_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
89,13,85,2,1851,2,0,34,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,zutami,fanujo,rec,zutami_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
90,24,96,2,2543,2,0,34,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,bavolu,xidule,rec,bavolu_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
91,32,104,2,1249,1,1,35,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,kirewa,vukoza,rec,kirewa_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
92,3,75,2,3005,1,1,36,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,nisuda,herisha,rec,nisuda_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
93,19,91,1,559,1,1,37,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,fanujo,bavolu,rec,fanujo_bavolu,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
94,14,86,1,1149,2,0,37,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,vukoza,zutami,rec,vukoza_zutami,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
95,16,88,1,1255,2,0,37,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,pomasi,zutami,rec,pomasi_zutami,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
96,7,79,1,1390,1,1,38,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,fanujo,pejuxo,rec,fanujo_pejuxo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
97,22,94,2,1144,2,0,38,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,bavolu,pomasi,rec,bavolu_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
98,25,97,2,590,2,0,38,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,hoshife,fanujo,rec,hoshife_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
99,8,80,2,1880,1,1,39,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,pejuxo,vukoza,rec,pejuxo_vukoza,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
100,29,101,2,513,2,0,39,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,hoshife,biwetu,rec,hoshife_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
101,21,93,1,508,1,1,40,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,herisha,bavolu,rec,herisha_bavolu,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
102,30,102,1,612,2,0,40,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,xidule,hoshife,rec,xidule_hoshife,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
103,4,76,1,1836,2,0,40,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,pomasi,nisuda,rec,pomasi_nisuda,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
104,33,105,1,572,1,1,41,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,herisha,kirewa,rec,herisha_kirewa,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
105,9,81,1,3283,1,1,42,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,herisha,pejuxo,rec,herisha_pejuxo,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
106,36,108,2,606,1,1,43,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,kirewa,xidule,rec,kirewa_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
107,31,103,1,877,1,1,44,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,M,fanujo,kirewa,rec,fanujo_kirewa,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Mismatch,L
108,18,90,1,556,2,0,44,f16e54da-add0-49a2-a84b-caf649b869a2,AD_Group4_test,4,F,xidule,zutami,rec,xidule_zutami,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,11,84,F,Match,L
1,12,12,1,1306,1,1,1,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pejuxo,rewani,seg_Unattended,pejuxo_rewani,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
2,27,27,1,1674,1,1,2,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,hoshife,luzuta,seg_Unattended,hoshife_luzuta,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
3,26,26,2,2104,1,1,3,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,mipeju,hoshife,seg_Unattended,mipeju_hoshife,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
4,40,40,2,616,1,1,4,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,masihe,fanujo,seg_Attended,masihe_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
5,31,31,2,649,2,0,4,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,xonisu,kirewa,seg_Unattended,xonisu_kirewa,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
6,10,10,1,2310,2,0,4,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pejuxo,voluho,seg_Unattended,pejuxo_voluho,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
7,48,48,1,735,1,1,5,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,vukoza,dulepo,seg_Attended,vukoza_dulepo,vukoza,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
8,70,70,1,1446,1,1,6,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,xidule,masihe,seg_Attended,xidule_masihe,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
9,50,50,2,849,1,1,7,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,shavuko,herisha,seg_Attended,shavuko_herisha,herisha,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
10,7,7,2,1829,2,0,7,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,xonisu,pejuxo,seg_Unattended,xonisu_pejuxo,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
11,20,20,1,836,1,1,8,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,bavolu,mipeju,seg_Unattended,bavolu_mipeju,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
12,15,15,1,948,1,1,9,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,zutami,luzuta,seg_Unattended,zutami_luzuta,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
13,1,1,1,3033,1,1,10,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,nisuda,xonisu,seg_Unattended,nisuda_xonisu,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
14,16,16,2,770,1,1,11,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,voluho,zutami,seg_Unattended,voluho_zutami,zutami,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
15,8,8,1,3518,2,0,11,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,pejuxo,mipeju,seg_Unattended,pejuxo_mipeju,pejuxo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
16,69,69,2,939,1,1,12,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,tuheri,xidule,seg_Attended,tuheri_xidule,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
17,33,33,2,2338,1,1,13,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,luzuta,kirewa,seg_Unattended,luzuta_kirewa,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
18,58,58,1,2937,2,0,13,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,pomasi,masihe,seg_Attended,pomasi_masihe,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
19,25,25,1,3981,1,1,14,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,hoshife,xonisu,seg_Unattended,hoshife_xonisu,hoshife,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
20,62,62,2,757,1,1,15,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,shavuko,biwetu,seg_Attended,shavuko_biwetu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
21,24,24,1,3582,1,1,16,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,bavolu,rewani,seg_Unattended,bavolu_rewani,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
22,72,72,1,526,1,1,17,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,xidule,dulepo,seg_Attended,xidule_dulepo,xidule,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
23,65,65,1,672,1,1,18,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,biwetu,wetuxi,seg_Attended,biwetu_wetuxi,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
24,38,38,2,1608,1,1,19,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,shavuko,fanujo,seg_Attended,shavuko_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
25,19,19,2,3438,1,1,20,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,xonisu,bavolu,seg_Unattended,xonisu_bavolu,bavolu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
26,32,32,1,3897,2,0,20,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,kirewa,mipeju,seg_Unattended,kirewa_mipeju,kirewa,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
27,5,5,1,2145,2,0,20,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,nisuda,shifeni,seg_Unattended,nisuda_shifeni,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
28,42,42,2,2391,1,1,21,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,dulepo,fanujo,seg_Attended,dulepo_fanujo,fanujo,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
29,4,4,2,1288,2,0,21,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,voluho,nisuda,seg_Unattended,voluho_nisuda,nisuda,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
30,61,61,1,463,1,1,22,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,F,biwetu,zafanu,seg_Attended,biwetu_zafanu,biwetu,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Match,L
31,57,57,2,3510,1,1,23,b767cc82-0505-401a-9a3f-d2e13b3f73f9,AD_Group4_test,4,M,tuheri,pomasi,seg_Attended,tuheri_pomasi,pomasi,dual,AD_G4_L_F_LangB_R_M_LangA,12,81,F,Mismatch,L
